card_id,bank,name,severity,failed_checks,annual_fee,forex,finance_pm,apply_url_status,source_section
hdfc-bizgrow,HDFC,BizGrow,WARN,no rewards; no lounge; no badge,,,3.75,ok-format,"Fee table p.4, BizGrow row"
hdfc-bizpower,HDFC,BizPower,WARN,no rewards; no lounge,,,3.75,ok-format,"Fee table p.2, BizPower row"
hdfc-business-freedom-card-business-bharat-cashback,HDFC,Business Freedom Card / Business Bharat CashBack,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.5, Business Freedom Card / Business Bharat CashBack row"
hdfc-business-moneyback,HDFC,Business Moneyback,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, MoneyBack / MoneyBack+ / Business Moneyback row"
hdfc-business-platinum,HDFC,Business Platinum,WARN,no apply_url; no rewards; no lounge; no badge,0,,3.75,missing,"Fee table p.3, Business Platinum row (Free)"
hdfc-business-program,HDFC,Business Program,WARN,no apply_url; no rewards; no lounge; no badge,500,,3.75,missing,"Fee table p.6, Business Program row"
hdfc-business-regalia,HDFC,Business Regalia,WARN,no rewards; no lounge,2500,,3.75,ok-format,"Fee table p.3, Regalia / Regalia Activ / Business Regalia / Diners Club Premium "
hdfc-business-regalia-first,HDFC,Business Regalia First,WARN,no apply_url; no rewards; no lounge; no badge,1000,3.5,3.75,missing,"Fee table p.3, Regalia First, Business Regalia First row"
hdfc-diners-club-miles,HDFC,Diners Club Miles,WARN,no apply_url; no rewards; no lounge; no badge,,3.5,3.75,missing,"Fee table p.3, Diners Club Miles row"
hdfc-diners-club-premium,HDFC,Diners Club Premium,WARN,no rewards; no lounge,2500,,3.75,ok-format,"Fee table p.3, Regalia / Regalia Activ / Business Regalia / Diners Club Premium "
hdfc-diners-club-rewardz,HDFC,Diners Club Rewardz,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.3, Diners Club Rewardz row"
hdfc-doctor-s-regalia,HDFC,Doctor's Regalia,WARN,no rewards; no lounge,2500,,3.75,ok-format,"Fee table p.3, Regalia / Regalia Activ / Business Regalia / Diners Club Premium "
hdfc-doctors-superia,HDFC,Doctors Superia,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, Doctors Superia row"
hdfc-easy-emi,HDFC,Easy EMI,WARN,no apply_url; no rewards; no lounge; no badge,500,,3.75,missing,"Fee table p.3, Easy EMI row"
hdfc-equitas-elegance,HDFC,Equitas Elegance,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.3, Equitas Elegance row"
hdfc-equitas-excite,HDFC,Equitas Excite,WARN,no apply_url; no rewards; no lounge; no badge,500,,3.75,missing,"Fee table p.4, Equitas Excite row"
hdfc-flipkart-wholesale,HDFC,Flipkart Wholesale,WARN,no badge,,,3.75,ok-format,"Fee table p.6, Flipkart Wholesale row"
hdfc-freedom,HDFC,Freedom,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, Freedom row"
hdfc-giga-business,HDFC,GIGA Business,WARN,no badge,,,3.75,ok-format,"Fee table p.4, GIGA Business row"
hdfc-hdfc-bank-upi-rupay-hdfc-bank-upi-rupay-biz-hdfc-bank-upi-rupay-mega-saver-credit-card,HDFC,HDFC Bank UPI RuPay / HDFC Bank UPI RuPay Biz / HDFC Bank UPI RuPay Mega Saver Credit Card,WARN,no lounge; no badge,99,,3.75,ok-format,"Fee table p.3, HDFC Bank UPI RuPay / UPI RuPay Biz / UPI RuPay Mega Saver row"
hdfc-indian-oil-hdfc-bank,HDFC,Indian Oil HDFC Bank,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, Indian Oil HDFC Bank row"
hdfc-irctc-hdfc-bank-credit-card,HDFC,IRCTC HDFC Bank Credit Card,WARN,no badge,,,3.75,ok-format,"Fee table p.5, IRCTC HDFC Bank Credit Card row"
hdfc-micro-enterprise-card,HDFC,Micro Enterprise card,WARN,no apply_url; no rewards; no lounge; no badge,,,1.5,missing,"Fee table p.4, Micro Enterprise card row"
hdfc-millennia,HDFC,Millennia,WARN,no badge,,,3.75,ok-format,"Fee table p.4, Millennia row"
hdfc-moneyback,HDFC,MoneyBack,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, MoneyBack / MoneyBack+ / Business Moneyback row"
hdfc-moneyback-2,HDFC,MoneyBack+,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, MoneyBack / MoneyBack+ / Business Moneyback row"
hdfc-paytm-hdfc-bank,HDFC,Paytm HDFC Bank,WARN,no rewards; no lounge; no badge,500,,3.75,ok-format,"Fee table p.5, Paytm HDFC Bank row"
hdfc-paytm-hdfc-bank-business,HDFC,Paytm HDFC Bank Business,WARN,no lounge; no badge,500,,3.75,ok-format,"Fee table p.5, Paytm HDFC Bank Business row"
hdfc-paytm-hdfc-bank-digital-credit-card,HDFC,Paytm HDFC Bank Digital Credit Card,WARN,no apply_url; no rewards; no lounge; no badge,149,,3.75,missing,"Fee table p.5, Paytm HDFC Bank Digital Credit Card row (Rs.149 per annum)"
hdfc-paytm-hdfc-bank-select,HDFC,Paytm HDFC Bank Select,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.4, Paytm HDFC Bank Select row"
hdfc-paytm-hdfc-bank-select-business,HDFC,Paytm HDFC Bank Select Business,WARN,no rewards; no lounge; no badge,,,3.75,ok-format,"Fee table p.5, Paytm HDFC Bank Select Business row"
hdfc-pharmeasy-hdfc-bank,HDFC,Pharmeasy HDFC Bank,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.5, Pharmeasy HDFC Bank row"
hdfc-phonepe-hdfc-bank-ultimo-credit-card,HDFC,PhonePe HDFC Bank Ultimo Credit Card,WARN,no badge,999,3.5,3.75,ok-format,"Fee table p.6, PhonePe HDFC Bank Ultimo Credit Card row (₹999 + Applicable Taxes"
hdfc-phonepe-hdfc-bank-uno-credit-card,HDFC,PhonePe HDFC Bank Uno Credit Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table p.7, PhonePe HDFC Bank Uno Credit Card row (₹499 + Applicable taxes)"
hdfc-pine-labs-hdfc-bank,HDFC,Pine Labs HDFC Bank,WARN,no apply_url; no rewards; no lounge; no badge,499,,3.75,missing,"Fee table p.6, Pine Labs HDFC Bank row"
hdfc-pine-labs-hdfc-bank-pro,HDFC,Pine Labs HDFC Bank Pro,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.5, Pine Labs HDFC Bank Pro row"
hdfc-pixel-go,HDFC,PIXEL Go,WARN,no lounge; no badge,250,3.5,3.75,ok-format,"PIXEL fee table p.34, PIXEL Go row"
hdfc-pixel-play,HDFC,PIXEL Play,WARN,no lounge; no badge,500,3.5,3.75,ok-format,"PIXEL fee table p.34, PIXEL Play row"
hdfc-platinum-edge,HDFC,Platinum Edge,WARN,no apply_url; no rewards; no lounge; no badge,599,,3.75,missing,"Fee table p.6, Platinum Edge row (waiver NA)"
hdfc-regalia,HDFC,Regalia,WARN,no rewards; no lounge,2500,,3.75,ok-format,"Fee table p.3, Regalia / Regalia Activ / Business Regalia / Diners Club Premium "
hdfc-regalia-activ,HDFC,Regalia Activ,WARN,no rewards; no lounge,2500,,3.75,ok-format,"Fee table p.3, Regalia / Regalia Activ / Business Regalia / Diners Club Premium "
hdfc-regalia-first,HDFC,Regalia First,WARN,no apply_url; no rewards; no lounge; no badge,1000,3.5,3.75,missing,"Fee table p.3, Regalia First, Business Regalia First row"
hdfc-retailio-hdfc-bank,HDFC,Retailio HDFC Bank,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.6, Retailio HDFC Bank row"
hdfc-shoppers-stop-black-hdfc-bank,HDFC,Shoppers Stop Black HDFC Bank,WARN,no apply_url; no rewards; no lounge; no badge,4500,,3.75,missing,"Fee table p.4, Shoppers Stop Black HDFC Bank row (waiver NA)"
hdfc-shoppers-stop-hdfc-bank,HDFC,Shoppers Stop HDFC Bank,WARN,no apply_url; no rewards; no lounge; no badge,299,,3.75,missing,"Fee table p.6, Shoppers Stop HDFC Bank row"
hdfc-small-business-moneyback,HDFC,Small Business Moneyback,WARN,no apply_url; no rewards; no lounge; no badge,250,,3.75,missing,"Fee table p.4, Small Business Moneyback row"
hdfc-snapdeal-hdfc-bank,HDFC,Snapdeal HDFC Bank,WARN,no apply_url; no rewards; no lounge; no badge,,,3.75,missing,"Fee table p.5, Snapdeal HDFC Bank row"
hdfc-superia,HDFC,Superia,WARN,no apply_url; no rewards; no lounge; no badge,1000,,3.75,missing,"Fee table p.4, Superia row"
hdfc-swiggy-blck-hdfc-bank-credit-card,HDFC,Swiggy BLCK HDFC Bank Credit Card,WARN,no lounge,1000,,3.75,ok-format,"Fee table p.6, Swiggy BLCK HDFC Bank Credit Card row"
hdfc-swiggy-hdfc-bank-credit-card,HDFC,Swiggy HDFC Bank Credit Card,WARN,no lounge; no badge,500,,3.75,ok-format,"Fee table p.6, Swiggy HDFC Bank Credit Card row"
hdfc-swiggy-ornge-hdfc-bank-credit-card,HDFC,Swiggy Ornge HDFC Bank Credit Card,WARN,no lounge; no badge,500,,3.75,ok-format,"Fee table p.6, Swiggy Ornge HDFC Bank Credit Card row"
hdfc-tata-neu-plus-hdfc-bank,HDFC,Tata Neu Plus HDFC Bank,WARN,no badge,,,3.75,ok-format,"Fee table p.6, Tata Neu Plus HDFC Bank row"
hdfc-times-platinum-times-card-credit-platinum,HDFC,Times Platinum / Times Card Credit Platinum,WARN,no apply_url; no rewards; no lounge; no badge,1000,,3.75,missing,"Fee table p.3, Times Platinum / Times Card Credit Platinum row"
hdfc-timestitanium-times-card-credit,HDFC,TimesTitanium / Times Card Credit,WARN,no apply_url; no rewards; no lounge; no badge,500,,3.75,missing,"Fee table p.4, TimesTitanium / Times Card Credit row"
indusind-signature,IndusInd,Signature,WARN,no apply_url; no rewards; no lounge; no badge,0,3.5,3.83,missing,"FEES AND CHARGES, Schedule of Charges table p.2, 'Signature' row (Joining Fee 50"
rbl-jalsa,RBL Bank,Jalsa,WARN,no apply_url; no rewards; no lounge; no badge,999,3.5,3.99,missing,"A.i Annual membership fees table p.11, Jalsa row"
rbl-rbl-bank-lazypay-credit-card,RBL Bank,RBL Bank Lazypay Credit Card,WARN,no apply_url; no rewards; no lounge; no badge,0,3.5,3.99,missing,"A.i Annual membership fees table p.8, RBL Bank Lazypay Credit Card row"
rbl-unnamed-4,RBL Bank,,WARN,null name; no apply_url; no rewards; no lounge; no badge,7000,3.5,3.99,missing,"A.i Annual membership fees table p.6, unlabelled INR 7,000 row (no card name pri"
rbl-unnamed-7,RBL Bank,,WARN,null name; no apply_url; no rewards; no lounge; no badge,3000,3.5,3.99,missing,"A.i Annual membership fees table p.6, unlabelled INR 3,000 row (no card name pri"
rbl-world-safari-plus,RBL Bank,World Safari Plus,WARN,no apply_url; no rewards; no lounge,6000,0,3.99,missing,"A.i Annual membership fees table p.6, World Safari Plus row"
rbl-world-xclusive,RBL Bank,World Xclusive,WARN,no apply_url; no rewards; no lounge,0,1.5,3.99,missing,"A.i Annual membership fees table p.11, World Xclusive row (Nil)"
rbl-younique-customisable,RBL Bank,YOUnique (customisable),WARN,no apply_url; no rewards; no lounge; no badge,,3.5,3.99,missing,"A.i Annual membership fees table p.8, YOUnique row (fee stated as 'Custom Fee')"
sbi-aditya-birla-sbi-card,SBI,Aditya Birla SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Aditya Birla SBI Card row"
sbi-aditya-birla-sbi-card-select,SBI,Aditya Birla SBI Card SELECT,WARN,no lounge,1499,3.5,3.75,ok-format,"Fee table (table index 0), Aditya Birla SBI Card SELECT row"
sbi-air-india-sbi-platinum-card,SBI,Air India SBI Platinum Card,WARN,no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), Air India SBI Platinum Card row"
sbi-air-india-sbi-signature-card,SBI,Air India SBI Signature Card,WARN,no lounge,4999,3.5,3.75,ok-format,"Fee table (table index 0), Air India SBI Signature Card row"
sbi-apollo-sbi-card,SBI,Apollo SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Apollo SBI Card row"
sbi-apollo-sbi-card-select,SBI,Apollo SBI Card SELECT,WARN,no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), Apollo SBI Card SELECT row"
sbi-aurum,SBI,AURUM,WARN,no apply_url,9999,1.99,3.75,missing,"Fee table (table index 0), AURUM row"
sbi-bank-of-maharashtra-sbi-card-elite,SBI,Bank of Maharashtra SBI Card ELITE,WARN,no apply_url; no rewards; no lounge,4999,3.5,3.75,missing,"Fee table (table index 0), Bank of Maharashtra SBI Card ELITE row"
sbi-bank-of-maharashtra-sbi-card-prime,SBI,Bank of Maharashtra SBI Card PRIME,WARN,no apply_url; no rewards; no lounge,2999,3.5,3.75,missing,"Fee table (table index 0), Bank of Maharashtra SBI Card PRIME row"
sbi-bank-of-maharashtra-simplysave-sbi-card,SBI,Bank of Maharashtra SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Bank of Maharashtra SimplySAVE SBI Card row"
sbi-bpcl-sbi-card,SBI,BPCL SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), BPCL SBI Card row"
sbi-bpcl-sbi-card-octane,SBI,BPCL SBI Card Octane,WARN,no lounge; no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), BPCL SBI Card Octane row"
sbi-cashback-sbi-card,SBI,CASHBACK SBI Card,WARN,no badge,999,3.5,3.75,ok-format,"Fee table (table index 0), CASHBACK SBI Card row"
sbi-central-bank-of-india-simplysave-sbi-card,SBI,Central Bank of India SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Central Bank of India SimplySAVE SBI Card row"
sbi-central-sbi-select-card,SBI,Central SBI Select Card,WARN,no lounge; no badge,750,3.5,3.75,ok-format,"Fee table (table index 0), Central SBI Select Card row"
sbi-central-sbi-select-card-2,SBI,Central SBI Select+ Card,WARN,no lounge,2999,3.5,3.75,ok-format,"Fee table (table index 0), Central SBI Select+ Card row"
sbi-city-union-bank-simplysave-sbi-card,SBI,City Union Bank SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), City Union Bank SimplySAVE SBI Card row"
sbi-delhi-metro-sbi-card,SBI,Delhi Metro SBI Card,WARN,no apply_url; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), Delhi Metro SBI Card row"
sbi-etihad-guest-sbi-card,SBI,Etihad Guest SBI Card,WARN,no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), Etihad Guest SBI Card row"
sbi-fabindia-sbi-card,SBI,Fabindia SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Fabindia SBI Card row"
sbi-fabindia-sbi-card-select,SBI,Fabindia SBI Card SELECT,WARN,no lounge,1499,3.5,3.75,ok-format,"Fee table (table index 0), Fabindia SBI Card SELECT row"
sbi-fbb-sbi-styleup-card,SBI,FBB SBI Styleup Card,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), FBB SBI Styleup Card row"
sbi-flipkart-sbi-card,SBI,Flipkart SBI Card,WARN,no lounge; no badge,500,3.5,3.75,ok-format,"Fee table (table index 0), Flipkart SBI Card row"
sbi-indigo-sbi-card,SBI,IndiGo SBI Card,WARN,no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), IndiGo SBI Card row"
sbi-irctc-sbi-card,SBI,IRCTC SBI card,WARN,no badge,500,3.5,3.75,ok-format,"Fee table (table index 0), IRCTC SBI card row"
sbi-irctc-sbi-card-premier,SBI,IRCTC SBI Card Premier,WARN,no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), IRCTC SBI Card Premier row"
sbi-irctc-sbi-platinum-card,SBI,IRCTC SBI Platinum Card,WARN,no badge,500,3.5,3.75,ok-format,"Fee table (table index 0), IRCTC SBI Platinum Card row"
sbi-karnataka-bank-simplysave-sbi-card,SBI,Karnataka Bank SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Karnataka Bank SimplySAVE SBI Card row"
sbi-karur-vysya-bank-sbi-card,SBI,Karur Vysya Bank - SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Karur Vysya Bank - SBI Card row"
sbi-karur-vysya-bank-sbi-platinum-credit-card,SBI,Karur Vysya Bank SBI Platinum Credit Card,WARN,no lounge; no badge,2999,3.5,3.75,ok-format,"Fee table (table index 0), Karur Vysya Bank SBI Platinum Credit Card row"
sbi-krishak-unnati-sbi-card,SBI,Krishak Unnati SBI Card,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), Krishak Unnati SBI Card row"
sbi-kvb-simplysave-sbi-card,SBI,KVB SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), KVB SimplySAVE SBI Card row"
sbi-landmark-rewards-sbi-card,SBI,Landmark Rewards SBI Card,WARN,no apply_url; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), Landmark Rewards SBI Card row"
sbi-landmark-rewards-sbi-card-prime,SBI,Landmark Rewards SBI Card PRIME,WARN,no lounge,2999,3.5,3.75,ok-format,"Fee table (table index 0), Landmark Rewards SBI Card PRIME row"
sbi-landmark-rewards-sbi-card-select,SBI,Landmark Rewards SBI Card SELECT,WARN,no lounge; no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), Landmark Rewards SBI Card SELECT row"
sbi-ola-money-sbi-card,SBI,OLA Money SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), OLA Money SBI Card row"
sbi-paytm-sbi-card,SBI,Paytm SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Paytm SBI Card row"
sbi-paytm-sbi-card-select,SBI,Paytm SBI Card SELECT,WARN,no badge,1499,3.5,3.75,ok-format,"Fee table (table index 0), Paytm SBI Card SELECT row"
sbi-phonepe-sbi-card-purple,SBI,PhonePe SBI Card PURPLE,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), PhonePe SBI Card PURPLE row"
sbi-psb-simplysave-sbi-card,SBI,PSB SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), PSB SimplySAVE SBI Card row"
sbi-reliance-sbi-card,SBI,Reliance SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Reliance SBI Card row"
sbi-sbi-card-elite-advantage,SBI,SBI Card ELITE Advantage,WARN,no apply_url; no rewards; no lounge; no badge,4999,3.5,3.75,missing,"Fee table (table index 0), SBI Card ELITE Advantage row"
sbi-sbi-card-miles,SBI,SBI Card MILES,WARN,no badge,1499,3,3.75,ok-format,"Fee table (table index 0), SBI Card MILES row"
sbi-sbi-card-prime-advantage,SBI,SBI Card PRIME Advantage,WARN,no apply_url; no rewards; no lounge; no badge,2999,3.5,3.75,missing,"Fee table (table index 0), SBI Card PRIME Advantage row"
sbi-sbi-card-prime-nri-secured,SBI,SBI Card PRIME NRI Secured,WARN,no apply_url; no rewards; no lounge,1500,1.99,2.75,missing,"Fee table (table index 0), SBI Card PRIME NRI Secured row"
sbi-sbi-card-unnati,SBI,SBI Card Unnati,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), SBI Card Unnati row"
sbi-sbi-card-vyapaar-unnati,SBI,SBI Card Vyapaar Unnati,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), SBI Card Vyapaar Unnati row"
sbi-shaurya-sbi-card,SBI,Shaurya SBI Card,WARN,no lounge; no badge,250,3.5,3.75,ok-format,"Fee table (table index 0), Shaurya SBI Card row"
sbi-simplyclick-advantage-sbi-card,SBI,SimplyCLICK Advantage SBI Card,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), SimplyCLICK Advantage SBI Card row"
sbi-simplyclick-sbi-card,SBI,SimplyCLICK SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), SimplyCLICK SBI Card row"
sbi-simplysave-advantage-sbi-card,SBI,SimplySAVE Advantage SBI Card,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), SimplySAVE Advantage SBI Card row"
sbi-simplysave-merchant-sbi-card,SBI,SimplySAVE Merchant SBI Card,WARN,no apply_url; no rewards; no lounge; no badge,0,3.5,3.75,missing,"Fee table (table index 0), SimplySAVE Merchant SBI Card row"
sbi-simplysave-sbi-card,SBI,SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), SimplySAVE SBI Card row"
sbi-simplysave-upi-sbi-card,SBI,SimplySAVE UPI SBI Card,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), SimplySAVE UPI SBI Card row"
sbi-south-indian-bank-sbi-platinum-credit-card,SBI,South Indian Bank SBI Platinum Credit Card,WARN,no apply_url; no rewards; no lounge; no badge,2999,3.5,3.75,missing,"Fee table (table index 0), South Indian Bank SBI Platinum Credit Card row"
sbi-south-indian-bank-simplysave-sbi-card,SBI,South Indian Bank SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), South Indian Bank SimplySAVE SBI Card row"
sbi-tata-card,SBI,TATA Card,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), TATA Card row"
sbi-tata-card-select,SBI,TATA Card SELECT,WARN,no apply_url; no lounge; no badge,2999,3.5,3.75,missing,"Fee table (table index 0), TATA Card SELECT row"
sbi-tata-croma-card,SBI,TATA Croma card,WARN,no apply_url; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), TATA Croma card row"
sbi-tata-croma-card-select,SBI,TATA Croma Card SELECT,WARN,no apply_url; no lounge; no badge,2999,3.5,3.75,missing,"Fee table (table index 0), TATA Croma Card SELECT row"
sbi-tata-neu-plus-sbi-credit-card,SBI,Tata Neu Plus SBI Credit Card,WARN,no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Tata Neu Plus SBI Credit Card row"
sbi-tata-star-card,SBI,TATA Star card,WARN,no apply_url; no lounge; no badge,499,3.5,3.75,missing,"Fee table (table index 0), TATA Star card row"
sbi-tata-star-card-select,SBI,TATA Star Card SELECT,WARN,no apply_url; no lounge; no badge,2999,3.5,3.75,missing,"Fee table (table index 0), TATA Star Card SELECT row"
sbi-uco-bank-simplysave-sbi-card,SBI,UCO Bank SimplySAVE SBI Card,WARN,no lounge; no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), UCO Bank SimplySAVE SBI Card row"
sbi-yatra-sbi-card,SBI,Yatra- SBI Card,WARN,no badge,499,3.5,3.75,ok-format,"Fee table (table index 0), Yatra- SBI Card row"
yes-ace-ace-issued-against-fd,YES Bank,Ace / Ace issued against FD,WARN,no apply_url; no rewards; no lounge,499,3.5,2.49,missing,"Section A.1 Joining and Annual membership fees table p.3, 'Ace / Ace issue again"
yes-anq-phi-paisabazaar-paisasave,YES Bank,Anq Phi / Paisabazaar Paisasave,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'Anq Phi / Paisabazaar"
yes-byoc-cashback-eco-friendly-card,YES Bank,BYOC Cashback (Eco Friendly Card),WARN,no apply_url; no rewards; no lounge; no badge,249,3.5,3.99,missing,"Section A.1 BYOC Cashback Membership fees table p.3, Eco Friendly Card column (O"
yes-byoc-cashback-metal-card,YES Bank,BYOC Cashback (Metal Card),WARN,no apply_url; no rewards; no lounge,3499,3.5,3.99,missing,"Section A.1 BYOC Cashback Membership fees table p.3, Metal Card column (One Time"
yes-byoc-cashback-regular-card,YES Bank,BYOC Cashback (Regular Card),WARN,no apply_url; no rewards; no lounge; no badge,0,3.5,3.99,missing,"Section A.1 BYOC Cashback Membership fees table p.3, Regular Card column (One Ti"
yes-byoc-rewards-eco-friendly-card,YES Bank,BYOC Rewards (Eco Friendly Card),WARN,no apply_url; no rewards; no lounge; no badge,249,3.5,3.99,missing,"Section A.1 BYOC Rewards Membership fees table p.3, Eco Friendly Card column (On"
yes-byoc-rewards-metal-card,YES Bank,BYOC Rewards (Metal Card),WARN,no apply_url; no rewards; no lounge,3499,3.5,3.99,missing,"Section A.1 BYOC Rewards Membership fees table p.3, Metal Card column (One Time "
yes-byoc-rewards-regular-card,YES Bank,BYOC Rewards (Regular Card),WARN,no apply_url; no rewards; no lounge; no badge,0,3.5,3.99,missing,"Section A.1 BYOC Rewards Membership fees table p.3, Regular Card column (One Tim"
yes-elite-elite-issued-against-fd,YES Bank,Elite+ / Elite+ issued against FD,WARN,no apply_url; no rewards; no lounge,999,3.5,2.49,missing,"Section A.1 Joining and Annual membership fees table p.2, 'Elite+ / Elite+ issue"
yes-emi-card,YES Bank,EMI Card,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'EMI Card' row"
yes-freo,YES Bank,FREO,WARN,no apply_url; no rewards; no lounge; no badge,399,3.4,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'FREO' row"
yes-marquee,YES Bank,Marquee,WARN,no apply_url; no rewards; no lounge,4999,1.0,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'Marquee' row"
yes-pop-club,YES Bank,POP-CLUB,WARN,no apply_url; no rewards; no lounge; no badge,399,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'POP-CLUB' row (Joinin"
yes-reserv-reserv-for-nri,YES Bank,Reserv / Reserv for NRI,WARN,no apply_url; no rewards; no lounge; no badge,2499,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'Reserv / Reserv for N"
yes-rupay-virtual-card-klick-zagg-finbooster-uni-rupay-virtual-paisabazaar-paisasave-rupay-virtual-ai-inside-ai-inside-rupay-virtual-niyo-novio,YES Bank,RuPay Virtual Card / Klick / Zagg / Finbooster / Uni RuPay Virtual / Paisabazaar Paisasave RuPay Virtual / AI Inside / AI Inside RuPay Virtual / NIYO / Novio,WARN,no apply_url; no rewards; no lounge; no badge,0,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, lifetime free row (Joi"
yes-select-select-for-nri-select-issued-against-fd,YES Bank,Select / Select for NRI / Select issued against FD,WARN,no apply_url; no rewards; no lounge,599,3.5,2.49,missing,"Section A.1 Joining and Annual membership fees table p.3, 'Select / Select for N"
yes-uni,YES Bank,Uni,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'Uni' row (Joining NIL"
yes-wellness,YES Bank,Wellness,WARN,no apply_url; no rewards; no lounge; no badge,499,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'Wellness' row (Not Ap"
yes-wellness-plus,YES Bank,Wellness Plus,WARN,no apply_url; no rewards; no lounge; no badge,1499,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'Wellness Plus' row (N"
yes-yes-essence,YES Bank,YES Essence,WARN,no apply_url; no rewards; no lounge; no badge,799,3.0,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'YES Essence' row"
