card_id,bank,name,type,category,joining_fee,annual_fee,fee_waiver,forex,finance_pm,finance_pa,cash_advance,cash_interest,late_fee,network,network_confidence,rewards,lounge,badge,apply_url,match_status,data_status,source_section,source_url
yes-marquee,YES Bank,Marquee,retail,,9999,4999,"Joining fee: Not applicable. Annual fee waived on minimum spend of INR 10,00,000 within 12 months prior to card anniversary date",1.0,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,medium,,,low forex markup,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'Marquee' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-reserv-reserv-for-nri,YES Bank,Reserv / Reserv for NRI,retail,,2499,2499,"Joining fee waived on minimum spend of INR 40,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 3,00,000 within 12 months prior to card anniversary date",3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,medium,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'Reserv / Reserv for NRI' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-wellness-plus,YES Bank,Wellness Plus,retail,,1499,1499,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'Wellness Plus' row (Not Applicable for both waivers)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-yes-prosperity-cashback-plus,YES Bank,YES Prosperity Cashback Plus,retail,,1499,1499,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'YES Prosperity Cashback Plus' row (Not Applicable for both waivers)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-elite-elite-issued-against-fd,YES Bank,Elite+ / Elite+ issued against FD,secured,,999,999,"Joining fee waived on minimum spend of INR 20,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 2,00,000 within 12 months prior to card anniversary date",3.5,2.49,29.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,FD-linked,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'Elite+ / Elite+ issued against FD' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-yes-first-business,YES Bank,YES First Business,business,,999,999,"Joining fee waived on minimum spend of INR 20,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 3,00,000 within 12 months prior to card anniversary date",2.0,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'YES First Business' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-yes-prosperity-cashback,YES Bank,YES Prosperity Cashback,retail,,999,999,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'YES Prosperity Cashback' row (Not Applicable for both waivers)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-yes-first-preferred-preferred-for-nri-preferred-issued-against-fd,YES Bank,YES First Preferred / Preferred for NRI / Preferred issued against FD,secured,,999,999,"Joining fee waived on minimum spend of INR 50,000 within three months of card set up date. Annual fee waived on minimum spend of INR 2,50,000 within 12 months prior to card anniversary date",3.5,2.49,29.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,FD-linked,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.2, 'YES First Preferred** / Preferred for NRI** / Preferred issued against FD**' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-yes-essence,YES Bank,YES Essence,retail,,799,799,"Joining fee waived on minimum spend of INR 20,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 1,00,000 within 12 months prior to card anniversary date",3.0,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'YES Essence' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-select-select-for-nri-select-issued-against-fd,YES Bank,Select / Select for NRI / Select issued against FD,secured,,599,599,"Joining fee waived on minimum spend of INR 10,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 1,00,000 within 12 months prior to card anniversary date",3.5,2.49,29.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,FD-linked,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'Select / Select for NRI / Select issued against FD' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-ace-ace-issued-against-fd,YES Bank,Ace / Ace issued against FD,secured,,499,499,"Joining fee waived on minimum spend of INR 5,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 50,000 within 12 months prior to card anniversary date",3.5,2.49,29.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,FD-linked,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'Ace / Ace issue against FD' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-yes-prosperity-business,YES Bank,YES Prosperity Business,business,,499,499,"Joining fee waived on minimum spend of INR 10,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 1,00,000 within 12 months prior to card anniversary date",3.0,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'YES Prosperity Business' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-wellness,YES Bank,Wellness,retail,,499,499,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'Wellness' row (Not Applicable for both waivers)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-emi-card,YES Bank,EMI Card,retail,,499,499,"Joining fee: Not Applicable. Annual fee waived on minimum spend of INR 1,20,000 within 12 months prior to card anniversary date",3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'EMI Card' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-anq-phi-paisabazaar-paisasave,YES Bank,Anq Phi / Paisabazaar Paisasave,retail,,0,499,"Renewal/annual fee waived on minimum spend of INR 1,20,000 within 12 months prior to card anniversary date",3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",RuPay,medium,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'Anq Phi / Paisabazaar Paisasave' row (Joining NIL, Annual INR 499)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-uni,YES Bank,Uni,retail,,0,499,"Joining fee: NIL. Renewal/annual fee waived on minimum spend of INR 50,000 within 12 months prior to card anniversary date (minimum spend for waiver of joining fee INR 5,000)",3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",RuPay,high,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'Uni' row (Joining NIL, Annual INR 499)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-yes-prosperity-rewards,YES Bank,YES Prosperity Rewards,retail,,399,399,"Joining fee waived on minimum spend of INR 5,000 within three months of card set up date. Annual fee waived on minimum spend of INR 25,000 within 12 months prior to card anniversary date",3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Mastercard,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'YES Prosperity Rewards**' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-freo,YES Bank,FREO,retail,,399,399,"Joining fee waived on minimum spend of INR 10,000 within 1 month of card set up date. Annual fee waived on minimum spend of INR 1,00,000 within 12 months prior to card anniversary date",3.4,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'FREO' row",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-pop-club,YES Bank,POP-CLUB,retail,,0,399,"Joining fee: NIL. Renewal/annual fee waived on minimum spend of INR 1,50,000 within 12 months prior to card anniversary date",3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",RuPay,high,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, 'POP-CLUB' row (Joining NIL, Annual INR 399)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-rupay-virtual-card-klick-zagg-finbooster-uni-rupay-virtual-paisabazaar-paisasave-rupay-virtual-ai-inside-ai-inside-rupay-virtual-niyo-novio,YES Bank,RuPay Virtual Card / Klick / Zagg / Finbooster / Uni RuPay Virtual / Paisabazaar Paisasave RuPay Virtual / AI Inside / AI Inside RuPay Virtual / NIYO / Novio,retail,,0,0,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",RuPay,high,,,,,unmatched,needs_review,"Section A.1 Joining and Annual membership fees table p.3, lifetime free row (Joining NIL, Annual NIL); footnote: Zagg issued prior to 10 Jan'25 has annual fee INR 399 waived on annual spends INR 1,80,000",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-byoc-cashback-regular-card,YES Bank,BYOC Cashback (Regular Card),retail,,0,0,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,,,unmatched,needs_review,"Section A.1 BYOC Cashback Membership fees table p.3, Regular Card column (One Time Card Fee NIL, Monthly Fee INR 99)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-byoc-cashback-eco-friendly-card,YES Bank,BYOC Cashback (Eco Friendly Card),retail,,249,249,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,,,unmatched,needs_review,"Section A.1 BYOC Cashback Membership fees table p.3, Eco Friendly Card column (One Time Card Fee INR 249, Monthly Fee INR 99)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-byoc-cashback-metal-card,YES Bank,BYOC Cashback (Metal Card),retail,,3499,3499,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,metal card,,unmatched,needs_review,"Section A.1 BYOC Cashback Membership fees table p.3, Metal Card column (One Time Card Fee INR 3499, Monthly Fee INR 99)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-byoc-rewards-regular-card,YES Bank,BYOC Rewards (Regular Card),retail,,0,0,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,,,unmatched,needs_review,"Section A.1 BYOC Rewards Membership fees table p.3, Regular Card column (One Time Card Fee NIL, Monthly Fee INR 49)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
